Date,699-48-70,299-W19-114,299-W19-113,299-W19-125,299-W22-92,299-W22-91,299-W22-90,299-W14-22,299-W12-4,299-W12-3,299-W5-1,299-W11-92,299-W14-21,299-W6-15,299-W11-97,299-W11-49,299-W19-111,299-W17-2,299-W17-3,299-W11-96,299-W11-90,299-W11-50,299-W12-2,299-W14-74,299-W14-73,299-W14-20,299-W15-225,Total,Cumulative Total,Cumulative Total (start 2015)
8/31/17,0,1.095909665,0.764337907,0,0.246677769,0.22360143,0.294711443,1.057478657,6.90876513,4.028719647,0,2.398121223,5.058612688,2.894078891,0.254888303,10.73211632,0,7.113951626,0.425041904,3.801517178,22.36667804,6.039145475,12.9327519,16.8176305,7.231033764,10.06794255,0.194241088,122.9479531,11616.69,5374.51
9/30/17,0,0.942972652,0.80076777,0.531176052,0.250040386,0.227588695,0.306830216,6.401323187,15.4445537,7.988839162,0.00179349,3.235911188,5.955204751,14.35471872,2.343373782,16.08450442,0,8.472352408,4.649384764,19.22889761,21.84372016,6.087500682,17.67693185,15.6555914,16.04860684,9.779841616,1.475343649,195.7877691,11812.47,5570.3
10/31/17,0,0.59449816,0.829674793,1.519122171,0.331372243,0.344413619,0.391451143,6.747899282,15.9735354,8.810383097,2.203139165,3.308168425,6.172765317,15.57624663,2.904270109,18.15979397,0,9.535701181,4.248711819,20.59422734,18.36409114,5.375696112,15.77487403,17.3460275,17.46332917,10.73808168,1.46856166,204.7760352,12017.25,5775.08
11/30/17,0,0.585057899,0.819785364,1.485363901,0.180353462,0.343048354,0.375383092,7.500587759,14.91814323,8.006654657,2.733802601,3.635079529,5.897190152,17.77144984,2.630983729,18.18465334,0,11.03573887,2.913639286,22.47081293,11.96752179,5.030815325,12.44111545,19.45335774,19.41724011,7.904330415,1.546691839,199.2488007,12216.5,5974.33
12/31/17,0,0.602243234,0.85967177,1.535656834,0.363396454,0.359722918,0.392303578,8.33403006,14.80013766,6.342481533,3.148762196,3.966038684,7.299108573,18.99635561,2.89354317,19.08074788,0,8.328161126,3.036851125,24.213344,11.70076274,5.064522449,8.953304278,20.57435779,22.82917949,8.549765284,1.510724989,203.7351734,12420.23,6178.06
1/31/18,0,0.590730008,0.873509114,1.530834224,0.348816149,0.351981536,0.395282986,8.509805614,14.5304469,8.419038425,3.647502856,4.329950194,8.338710101,16.96582783,3.721402717,19.52150147,0,0,3.675108859,22.93741632,13.70912764,5.288269425,16.88185672,17.78077562,24.49138679,9.516720053,1.590029127,207.9460307,12628.18,6386.01
2/28/18,0,0.524572045,0.803090128,1.381333312,0.318423086,0.292790165,0.377588709,8.070633545,13.00419526,8.0612705,3.667526717,3.71077007,8.377235977,13.60074394,4.619785181,18.04192607,0,0,4.009197897,19.47253934,13.87721456,5.222535435,13.11195006,14.32995498,19.56243644,9.400773056,1.687517767,185.5260042,12813.71,6571.53
3/31/18,0,0.570152442,0.897512207,1.497183857,0.35057243,0.355113746,0.428922074,7.577187203,12.11556081,7.7810331,3.155126833,3.41711464,8.226496729,14.56009746,3.894459503,18.9678634,0,0,3.52172359,21.30211263,16.95794804,6.242038879,15.96075479,2.645220286,24.52956793,10.95724186,1.499422204,187.4104266,13001.12,6758.94
4/30/18,0,0.530157092,0.850070058,1.313167247,0.33849416,0.347489649,0.415034289,7.003161748,12.25709532,7.666087358,3.141039325,2.912286617,7.639532962,14.66236665,3.696504472,16.77305682,0,0,2.57027059,21.39399044,14.97845861,6.701194406,13.95852219,15.08743275,21.62509332,11.26837698,0.970859472,188.0997425,13189.22,6947.04
5/31/18,0,0.53566403,0.857352568,1.139154397,0.348075381,0.377074128,0.427839566,7.814800264,11.83024481,7.847902466,3.373066611,2.590296613,7.591939506,16.61561355,5.013029097,15.74574908,0,0,4.251682351,22.83214211,20.15962181,6.579954301,14.01911789,18.81501868,20.53888419,10.28670904,0.878489876,200.4694223,13389.69,7147.51
6/30/18,0,0.491929613,0.816766695,1.08380823,0.360211523,0.374248077,0.418150324,7.20756809,7.924780464,7.421368847,3.018963442,2.349254972,6.547858164,17.24062388,5.344303654,13.76429723,0,0,3.849709201,22.68185304,21.37662086,6.57449665,13.10772206,19.98273338,18.13988685,9.656839926,0.590351236,190.3243464,13580.01,7337.84
7/31/18,0,0.461848402,0.784256127,1.121277741,0.341649343,0.361736697,0.415973816,4.68456979,11.74456348,4.404339806,1.434512914,0.867716065,5.471122599,17.43605684,2.786062627,13.40097291,0,0,0.328857252,22.00384946,19.43976758,6.152326534,14.08184521,18.84301251,17.68735271,8.74422443,0.005907002,173.0038018,13753.01,7510.84
8/31/18,0,0.409771687,0.709679404,1.117426066,0.304693831,0.335393202,0.402474729,7.811781349,13.34869514,5.400566914,1.937797445,1.265458262,7.589850893,16.77890171,3.704530107,14.70732215,0,0,0.200155965,19.79648734,16.09667223,5.240813516,14.57098333,17.33086192,16.27621417,7.395576168,0.002535691,172.7346432,13925.75,7683.57
9/30/18,0,0.430467747,0.671477626,1.098957418,0.271893921,0.309316063,0.372621179,7.461270689,12.24451825,4.77692636,1.701762492,1.325531988,6.80825868,15.14922581,3.172352983,14.17566605,0,0,0.612474797,18.14177396,10.34253424,3.423073402,13.8493724,16.29921573,16.24670615,4.778235874,0,153.6636338,14079.41,7837.24
10/31/18,0,0.691202949,0.351524546,1.241586065,0.311759066,0.330375166,0.414637961,8.62737667,15.76801826,7.428562922,2.073259036,1.517654996,7.493320536,17.74065741,3.030005326,14.84951516,0,0,1.379618077,20.88839432,16.10442777,5.016970209,15.97661392,18.60114702,20.78479148,6.908345095,0.008240762,187.5380047,14266.95,8024.78
11/30/18,0,1.366277439,0.012206797,1.288038484,0.317105111,0.324812124,0.414377834,9.543810743,16.4119918,9.148188616,2.931351572,1.884092333,6.892584045,17.58783106,3.730809574,14.16032424,0,0,2.290219345,21.15756612,15.10702562,4.858982918,15.99856984,18.74992903,22.70724858,6.504336866,0.270503972,193.6581841,14460.61,8218.43
12/31/18,0,0.468755368,0.795768172,1.203007949,0.293831711,0.322028924,0.373330956,7.202801993,15.3444444,8.890078795,3.820758809,1.475923044,6.76708596,16.67000637,4.399048023,14.05306332,0,0,3.090228612,21.95233643,16.00803337,5.4863577,15.89818805,18.87865592,22.90183801,6.478109252,1.381186117,194.1548673,14654.76,8412.59
1/31/19,0,0.41090651,0.722754736,1.050982564,0.265986251,0.318026822,0.327773113,6.080936254,12.76845941,6.804928201,3.33531148,1.413093018,7.729316974,13.09490847,4.341993159,12.88919234,0.117528689,0,2.990419454,19.36821833,16.46949797,5.291479317,14.69178771,16.47134393,19.96771496,6.084784715,1.004933545,174.0122779,14828.77,8586.6
2/28/19,0,0.608932982,0.6580245,0.808978603,0.249803629,0.275122149,0.058901439,6.649782287,10.89569592,4.75937296,2.118787904,1.171333934,6.618940297,9.459268728,3.189413223,8.291697622,0,0,2.050079487,11.86802289,11.34991404,4.914160334,11.57741926,15.27205513,17.10810353,7.871484331,0.766492102,138.5917873,14967.37,8725.19
3/31/19,0,0.658612142,0.69366745,0.933060467,0.290948426,0.296228007,0.042395495,8.345932471,13.75999065,5.85811812,2.267070423,1.368068507,7.743492286,10.89483753,4.377551553,10.95863063,0,0,2.634355036,12.87776768,10.85635345,5.765352282,11.62666323,12.61328843,13.61323797,8.121556471,1.121480168,147.7186589,15115.09,8872.91
4/30/19,0,0.608980944,0.597791941,0.831588019,0.272682715,0.254378178,0.228526534,6.425908084,12.414578,6.256764576,1.883022068,0.707732283,6.607809801,10.1489675,2.850616996,10.57796071,0,0.009906948,1.535566379,11.0375475,13.41709282,5.209150974,11.58386834,14.28188584,17.22995995,7.177340735,0.629663597,142.7792914,15257.86,9015.69
5/31/19,0,0.597017896,0.671384948,0.964580143,0.323051348,0.277298342,0.376203486,7.941781882,14.56962194,7.460137985,1.991084148,0.788212933,6.520598315,13.13135356,3.661850727,12.71910078,0,3.742150099,1.931411206,13.74860319,17.10722206,6.117107206,14.05053625,18.2661351,19.88020605,7.260982984,0.727854759,174.8254873,15432.69,9190.52
6/30/19,0,0.604106838,0.614998286,0.846395958,0.315872762,0.25082589,0.362301443,7.144702024,13.47943165,7.737323816,1.973431018,0.7190549,5.468750833,7.849253277,3.874958848,10.52841628,0,5.810455694,1.972520196,7.668756939,15.47629627,5.927975679,14.27048017,19.04915386,18.71448586,7.030987153,0.767490006,158.4584256,15591.15,9348.98
7/31/19,0,0.651939912,0.562103432,0.81598468,0.324411123,0.260689153,0.361258444,8.506987531,14.37165471,8.718185048,2.656624013,0.929185181,6.168567908,11.4974438,4.822520063,12.70646472,0,6.704356262,2.608924995,12.77177464,14.69091827,5.784365896,15.18889217,18.08145212,13.07217727,7.24294314,0.891305388,170.3911299,15761.54,9519.37
8/31/19,0,0.609641264,0.513371099,0.807335692,0.287441386,0.253511336,0.335568265,6.904235094,12.31273722,7.374826712,2.822099047,0.950940155,5.769412739,10.11591258,3.647208746,10.64498642,0,4.727598593,2.009691643,11.59705578,13.32038138,5.278433442,12.89683815,14.65701608,0,7.009010018,0.661626891,135.5068797,15897.05,9654.87
9/30/19,0,0.542166699,0.456876028,0.819472132,0.280402913,0.238942194,0.302948459,6.648321138,10.93172849,6.908361981,3.237362035,1.35024368,6.380390862,8.80198949,4.566028017,12.99699974,0.55579808,5.754403022,2.798964539,10.60592041,11.60695993,4.513778526,12.52710757,12.20718962,7.973070451,6.487979163,0.848407893,140.3418131,16037.39,9795.22
10/31/19,0,0.511325718,0.452511384,0.840325804,0.279018431,0.241936652,0.304130864,6.092666311,9.096522598,6.306066251,2.973828001,1.497023363,8.928681346,9.341883697,5.303558565,14.49637122,0.876250754,6.368906432,3.017576656,11.20700642,11.1688337,5.035021656,11.16874139,9.188631335,2.675678181,6.514668099,0.744382786,134.6315476,16172.02,9929.85
11/30/19,0,0.580380049,0.493022056,0.899126677,0.273450635,0.263195118,0.335130844,6.923227883,10.86519415,7.313310655,3.387334518,1.663170515,12.39397272,10.80135958,5.486073427,13.74439682,1.531442659,6.149476679,3.070455718,12.89889398,13.80216291,1.697643721,13.68873048,14.80488121,3.919471998,7.000131066,0.395486874,154.3811229,16326.4,10084.23
12/31/19,1.082367528,1.02421327,0.509486247,0.966953679,0.294238512,0.275953908,0.360392282,7.818403094,13.57649059,8.704574213,3.903641589,1.479684853,13.33160877,12.4792454,6.051533815,14.0334379,1.734133289,6.39631442,3.365996126,17.03410137,16.16876229,6.272934745,15.82141206,18.57361158,9.550988983,4.589882441,0.84804226,186.2484052,16512.65,10270.48
1/31/20,1.155605439,0.706112038,0.627174063,0.988337547,0.283583968,0.257925625,0.360788969,8.453352726,16.03141123,9.909618783,4.23603197,1.48925546,9.238151167,15.11721306,6.778310949,15.69346367,1.987912999,7.175934776,3.610108738,17.52773226,14.5193367,7.26395436,17.30270887,18.20920259,13.62032669,5.099119209,0.851316366,198.4939902,16711.14,10468.97
2/29/20,1.118049532,0.654754426,0.583518332,0.927750967,0.267046558,0.241477673,0.339714797,7.859731431,14.76107184,9.119339786,3.940208345,1.174818411,8.286639345,14.29605879,6.330998516,12.7002693,1.873560484,6.313815025,2.962959083,16.47742201,12.35808811,7.206279874,15.80055949,17.41516318,10.77570325,4.775174071,0.85873873,179.4189114,16890.56,10648.39
3/31/20,1.200289318,0.735374631,0.562484416,0.992949862,0.286907739,0.258053157,0.365535338,8.197732846,15.04563278,9.621365542,4.194523769,0.765497186,8.590371692,15.08974072,6.826507636,6.052065376,1.23443296,4.273301698,2.000354702,17.29311269,12.82728287,7.44154955,16.65743211,18.55760652,10.70122198,3.392937382,0.703940965,173.8682054,17064.43,10822.26
4/30/20,1.158724759,0.714819089,0.532172201,0.964458586,0.27972532,0.249708364,0.356097982,7.707737878,13.77229718,9.196290985,4.04061903,0,7.968718083,14.38213652,6.409268043,0,0,0,0,16.46108078,12.59189939,7.135148932,15.8103967,17.86484894,9.545780668,0,0,147.1419294,17211.57,10969.4
5/31/20,1.1470386,0.713378188,0.521884577,0.968847711,0.281225581,0.249863621,0.357100193,7.675318917,13.60392921,9.062892775,4.025395957,0,7.645034263,14.50955306,6.608906855,0,0,0,0,16.50986284,11.78435871,6.984357816,15.53547179,18.3041125,8.785923271,0,0,145.2744564,17356.85,11114.67
6/30/20,1.133329605,0.688165635,0.504842671,0.941464758,0.274937423,0.243245807,0.350129303,7.608118725,13.34234876,8.914211431,3.991913425,0,7.055392925,14.53848235,6.612655772,0,0,0,0,16.3963397,7.917055237,6.837645247,15.16276914,18.59987,8.639207037,0,0,139.7521249,17496.6,11254.43
7/31/20,1.157730776,0.725310819,0.540944659,1.000272019,0.29353126,0.257737317,0.372341575,7.815982362,13.59611437,9.103013057,4.104060824,0.323557516,7.240221208,15.36107518,6.786526987,0.703575806,0.803209049,2.017933538,0.82824207,17.13984784,1.247263185,7.302124342,15.37490886,19.81238608,9.67265285,1.410035448,0.658687913,145.6492869,17642.25,11400.08
8/31/20,0.91688725,0.566466023,0.46119843,0.917685212,0.290928152,0.259179945,0.378890302,7.449054636,13.06510649,8.843746849,3.996302,0.732640024,7.555181507,15.11623825,6.986501615,8.206726057,1.522133681,4.262820466,1.286648941,16.73475324,9.77647163,7.617357892,14.79124706,19.91034665,5.940445325,3.539557006,1.11012332,162.234638,17804.48,11562.31
9/30/20,1.033328702,0.527184447,0.440444726,0.846534583,0.290126704,0.250589524,0.370481629,6.770472358,12.02306046,8.273496683,3.726375476,0.81965785,7.83105567,13.78145994,6.695807187,9.207995263,1.576522731,4.375083231,1.37338358,15.26295311,9.611834369,7.840998634,13.59333298,18.50101019,6.175130839,3.52316899,0.910485275,155.6319751,17960.11,11717.94
10/31/20,1.227797438,0.408844559,0.341157495,0.674109872,0.300321501,0.256956423,0.384421158,6.496678281,11.91178807,8.209634021,3.669422166,0.932177677,8.516327754,13.56003263,7.234188829,10.64216274,1.680605103,4.662408464,2.114458104,14.53976019,11.58714316,7.050667891,7.894494112,18.0208646,7.846715068,3.899759466,0.831265221,154.894162,18115.01,11872.84
11/30/20,0.995272725,0.060371714,0.366132689,0.701388748,0.294859751,0.249299646,0.273353113,6.005600813,11.05924685,7.759497178,3.480582711,1.053952839,8.765467851,12.38635693,7.050893581,10.9235576,1.775652451,4.899980035,2.336526485,13.37298618,12.10076238,2.181937158,13.11845017,17.08411305,7.339045587,3.832087073,0.711221178,150.1785965,18265.19,12023.01
12/31/20,0.984722912,0,0.355993869,0.717070776,0.305096851,0.256263631,0.390812998,5.999124185,11.10908509,7.880925224,3.528957517,1.217817097,9.332411424,11.96502953,7.379545158,11.5987163,1.885130307,5.080243341,2.533559909,12.89575603,13.09763359,3.085484051,13.18171897,16.92389037,7.941214402,4.056751572,0.642116494,154.3450716,18419.53,12177.36
1/31/21,1.127486751,0.137456467,0.377488033,0.756918656,0.282721815,0.171592254,0.346062568,6.992903206,12.49790024,8.0895275,3.924705355,1.113862887,9.03886032,10.78200666,7.294450925,9.41926457,1.405790573,4.909753666,2.251770029,12.06305375,14.21302391,3.886078637,14.60955732,16.72081564,7.270167627,4.488279594,0.680685177,154.8521841,18574.38,12332.21
2/28/21,1.07957438,0.279192305,0.342541401,0.70944852,0.239998939,0.195030264,0.286296025,6.441359062,11.92297367,7.380702617,3.526847225,0.902225599,7.830891245,9.002937566,6.423286005,7.853229477,1.455812341,3.860873955,1.86854309,10.2324333,13.27843868,1.680455836,13.0461253,14.58460849,6.231581216,4.315086572,0.607506708,135.5779998,18709.96,12467.79
3/31/21,1.112039308,0.285469035,0.307962913,0.79402547,0.255134722,0.208274928,0.305602302,5.967367392,12.63124327,6.837672079,3.289924811,0.829391722,7.975660351,9.636256215,6.678469919,8.148534718,1.388682045,3.68216957,1.952762657,11.32792339,11.45516446,7.425360642,11.85927127,15.18873865,6.904237443,3.507117305,0.595375823,140.5498324,18850.51,12608.34
4/30/21,0.951266222,0.257267943,0.254002126,0.708717349,0.239452286,0.195112463,0.286145682,4.691915497,11.50598301,5.438475841,2.603070626,0.598857128,6.575149755,8.927982895,5.808282634,7.072338562,1.026385734,2.85325462,1.616640003,10.23769595,9.18848201,6.51777507,8.980377745,13.48516943,6.165067253,3.017073952,0.483862452,119.6858042,18970.2,12728.03
5/31/21,0.963934421,0.242891555,0.255012694,0.694331234,0.237880474,0.194110592,0.283895314,4.16575657,11.72212771,4.829062918,1.95138001,0.517189403,6.243042836,9.049601558,5.809722144,7.02872613,0.91317721,2.543379198,1.544220739,10.72032671,8.745963508,6.263408788,8.230616501,13.49425781,6.30215152,2.781994812,0.451682985,116.1798453,19086.38,12844.21
6/30/21,0.883553654,0.234981939,0.235145787,0.602305581,0.22116178,0.168773873,0.295962046,4.370293148,10.45154707,4.967332379,1.091189562,0.591518319,6.737179572,7.191438709,5.483224331,6.033759099,1.103160479,2.437263043,1.618931753,8.609092777,7.976131488,5.774305464,8.752734055,11.42851545,5.747330866,2.538871926,0.433337032,105.9790412,19192.36,12950.18
7/31/21,0.739336572,0.255053607,0.24523623,0.556446087,0.218598786,0.175811952,0.336972235,4.528481601,8.221150944,5.161986862,2.436089364,0.895270876,8.794924887,4.478152595,6.297886855,5.803760664,1.532144706,2.825334963,2.027290388,5.334292648,8.088429013,5.826333127,9.317770551,9.897760122,5.635792761,2.536653745,0.478190223,102.6451524,19295,13052.83
8/31/21,0.943312399,0.269231929,0.247028653,0.59730759,0.227311059,0.183082079,0.331543366,5.604100794,10.30332199,7.075973255,3.282885211,0.761747825,8.33594803,4.706992652,4.349380568,5.18166425,1.485326756,2.877710127,1.896352441,5.363292268,8.611683078,6.207880333,12.14450289,10.28488866,6.102180881,2.505908453,0.414815269,110.2953728,19405.3,13163.12
9/30/21,0.913508215,0.263416796,0.208047572,0.595907552,0.219304047,0.176743788,0.302827531,5.907186182,11.01081937,7.021765875,3.385826363,0.647862371,7.71634069,5.818355009,3.491229763,5.875545979,1.401439137,2.725458904,1.729863351,6.524629622,8.510269224,6.155557797,12.20706646,10.51566511,6.137669096,2.352039602,0.351329411,112.1656748,19517.46,13275.29
10/31/21,0.967749855,0.281116204,0.221858747,0.645615658,0.230113541,0.185584606,0.301204708,6.514342152,12.37237397,7.732515091,3.835126902,0.661872299,8.092295516,8.026619004,6.032825911,7.200849933,1.524060584,3.36880401,1.949586363,8.681758531,9.115360544,5.521034324,13.66487806,12.64085393,6.744375261,2.32400152,0.368329036,129.2051063,19646.67,13404.5
11/30/21,0.950041664,0.27799019,0.215444045,0.650730124,0.223898768,0.180857331,0.277720334,6.609896766,12.74481212,7.833303591,4.009482357,0.566982524,8.581592021,8.544391547,6.408379592,7.463293317,1.626440337,3.446695205,1.875133312,8.765824811,9.108244166,6.730879202,13.95998185,13.13471714,6.84685712,2.156024831,0.327768791,133.5173831,19780.19,13538.01
12/31/21,0.979374188,0.289671812,0.219512326,0.672927848,0.234733305,0.189485692,0.283959307,6.836427204,13.19499461,8.11393731,4.144127295,0.565611212,8.90043766,8.897576623,6.669232883,7.650565339,1.517492121,3.575829506,1.95313512,9.126929269,9.361369382,6.957673382,14.44703082,13.68106564,7.049110661,2.222539343,0.338409282,138.0731591,19918.26,13676.09